ano,url,titulo,data,id,slug
2021,https://www.ufrn.br/imprensa/noticias/53301/eaj-lanca-edital-para-processo-seletivo-de-cursos-tecnicos,EAJ lança edital para processo seletivo de cursos técnicos,24/11/2021 11:10,53301,eaj-lanca-edital-para-processo-seletivo-de-cursos-tecnicos
2021,https://www.ufrn.br/imprensa/noticias/53180/eaj-promove-encontro-sobre-integracao-entre-ensino-pesquisa-e-extensao,"EAJ promove encontro sobre integração entre Ensino, Pesquisa e Extensão",19/11/2021 15:28,53180,eaj-promove-encontro-sobre-integracao-entre-ensino-pesquisa-e-extensao
2021,https://www.ufrn.br/imprensa/noticias/53006/nova-empresa-junior-rusticus-proporciona-aprendizagem-e-experiencias,Nova empresa júnior Rusticus proporciona aprendizagem e experiências,16/11/2021 11:31,53006,nova-empresa-junior-rusticus-proporciona-aprendizagem-e-experiencias
2021,https://www.ufrn.br/imprensa/noticias/53004/ufrn-institui-argumento-de-inclusao-da-agricultura-familiar,UFRN institui argumento de inclusão da agricultura familiar,16/11/2021 11:17,53004,ufrn-institui-argumento-de-inclusao-da-agricultura-familiar
2021,https://www.ufrn.br/imprensa/noticias/52708/propesq-lanca-edital-para-pesquisadores-da-eaj,Propesq lança edital para pesquisadores da EAJ,05/11/2021 11:18,52708,propesq-lanca-edital-para-pesquisadores-da-eaj
2021,https://www.ufrn.br/imprensa/noticias/52663/eaj-promove-evento-sobre-o-enade-nesta-sexta-feira-5,"EAJ promove evento sobre o Enade nesta sexta-feira, 5",04/11/2021 10:41,52663,eaj-promove-evento-sobre-o-enade-nesta-sexta-feira-5
2021,https://www.ufrn.br/imprensa/noticias/52592/semagraria-aborda-acao-coletiva-e-resiliencia-nas-ciencias-agrarias,Semagrária aborda ação coletiva e resiliência nas Ciências Agrárias,29/10/2021 16:17,52592,semagraria-aborda-acao-coletiva-e-resiliencia-nas-ciencias-agrarias
2021,https://www.ufrn.br/imprensa/noticias/52432/eaj-realiza-processo-seletivo-de-mestrado-em-ciencias-florestais-2,EAJ realiza processo seletivo de mestrado em Ciências Florestais,26/10/2021 16:17,52432,eaj-realiza-processo-seletivo-de-mestrado-em-ciencias-florestais-2
2021,https://www.ufrn.br/imprensa/noticias/52370/eaj-ufrn-estuda-melhorias-no-cultivo-de-spirulina-e-chlorella,EAJ-UFRN estuda melhorias no cultivo de Spirulina e Chlorella,25/10/2021 17:16,52370,eaj-ufrn-estuda-melhorias-no-cultivo-de-spirulina-e-chlorella
2021,https://www.ufrn.br/imprensa/noticias/51919/professores-da-eaj-organizam-simulado-para-enem-2021,Professores da EAJ organizam simulado para ENEM 2021,13/10/2021 09:27,51919,professores-da-eaj-organizam-simulado-para-enem-2021
2021,https://www.ufrn.br/imprensa/noticias/51823/evento-aborda-inovacao-em-agronegocio,Evento aborda Inovação em Agronegócio,06/10/2021 17:49,51823,evento-aborda-inovacao-em-agronegocio
2021,https://www.ufrn.br/imprensa/noticias/51407/eaj-participa-da-semana-nacional-da-educacao-profissional-e-tecnologica,EAJ participa da Semana Nacional da Educação Profissional e Tecnológica,24/09/2021 13:04,51407,eaj-participa-da-semana-nacional-da-educacao-profissional-e-tecnologica
2021,https://www.ufrn.br/imprensa/noticias/51169/alunos-da-eaj-conquistam-medalha-em-olimpiada-de-robotica,Alunos da EAJ conquistam medalha em olimpíada de robótica,16/09/2021 17:10,51169,alunos-da-eaj-conquistam-medalha-em-olimpiada-de-robotica
2021,https://www.ufrn.br/imprensa/noticias/50935/prosa-no-campo-e-a-mais-nova-atracao-da-fm-universitaria,Prosa no Campo é a mais nova atração da FM Universitária,09/09/2021 17:47,50935,prosa-no-campo-e-a-mais-nova-atracao-da-fm-universitaria
2021,https://www.ufrn.br/imprensa/noticias/50739/escola-agricola-de-jundiai-e-isd-utilizam-equoterapia-em-pacientes,Escola Agrícola de Jundiaí e ISD utilizam equoterapia em pacientes,02/09/2021 17:11,50739,escola-agricola-de-jundiai-e-isd-utilizam-equoterapia-em-pacientes
